EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
99,Clayton,Mccormick,03-Jul-22,10-Jan-23,Area Sales Manager,Stephanie Duke,clayton.mccormick@bilearner.com,MSC,Future Start,Contract,Zone B,Temporary,Retirement,Surface vote old picture.,Sales,General - Con,29-01-1967,TX,Foreman,Male,72264,Hispanic,Single,Fully Meets,2
100,Darius,Krause,15-Sep-22,,Area Sales Manager,Paige Flores MD,darius.krause@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Sales,General - Con,30-05-1948,TX,Foreman,Male,28282,White,Widowed,Fully Meets,4
101,Ahmed,Hawkins,01-May-20,25-Feb-21,Area Sales Manager,Hannah Snyder,ahmed.hawkins@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Retirement,Especially thing recognize year fine shoulder.,Sales,Aerial,15-10-1974,CO,Lineman,Male,46645,Black,Married,Fully Meets,1
102,Kymani,Benjamin,13-Oct-22,,Area Sales Manager,William Ayala,kymani.benjamin@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Finance & Accounting,13-12-1991,CO,Accounting,Male,10790,Hispanic,Widowed,Fully Meets,2
103,Callum,Mcdaniel,03-Jan-20,24-Aug-20,Area Sales Manager,Samuel Moore,callum.mcdaniel@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Camera spring color about energy provide claim.,Sales,Field Operations,18-06-1994,IN,Top Hand,Male,67282,Hispanic,Single,Fully Meets,2
104,Zariah,Black,13-Nov-19,,Area Sales Manager,Jenna Weaver,zariah.black@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Field Operations,16-06-1993,CA,Tower Hand,Female,62321,Black,Widowed,Fully Meets,2
105,Ronnie,Mayer,17-Jun-23,,Area Sales Manager,Dylan Blake,ronnie.mayer@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,Project Management - Con,18-05-1943,CA,Project Manager,Male,18409,Black,Divorced,Fully Meets,1
106,Marlon,Ford,14-Oct-21,,Area Sales Manager,Monique Anderson,marlon.ford@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unk,,IT/IS,Wireless,27-11-1966,OR,Technician,Female,40306,Black,Widowed,Fully Meets,1
107,Slade,Griffith,01-Jun-21,16-Jul-23,Area Sales Manager,Kelsey Gibson,slade.griffith@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Pass language out side age evidence.,Sales,General - Sga,12-11-1966,ND,Administrator,Male,65183,White,Married,Fully Meets,2
108,Lee,Frye,14-Sep-18,,Area Sales Manager,Sonia Diaz,lee.frye@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Engineers,16-08-1959,KY,Engineer,Female,97002,Asian,Single,Fully Meets,4
109,Veronica,Rowe,11-Dec-18,02-Jun-22,Area Sales Manager,Brian Morton,veronica.rowe@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Retirement,Popular west moment natural step activity.,Sales,Fielders,02-02-1994,KY,Engineer,Female,29811,Black,Single,Fully Meets,4
110,Aylin,Berg,06-Aug-22,,Area Sales Manager,Thomas Holmes,aylin.berg@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,Sales,General - Sga,02-01-1989,GA,Administrative,Female,89169,Black,Single,Fully Meets,2
111,Neveah,Rowe,28-May-22,24-Feb-23,Area Sales Manager,Dawn Perez,neveah.rowe@bilearner.com,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,Manager lead both sing.,Sales,Field Operations,11-07-1954,TX,Foreman,Male,63882,Hispanic,Married,Fully Meets,2
112,Keith,Baxter,16-Jun-19,05-Mar-22,Area Sales Manager,Diane Parker,keith.baxter@bilearner.com,PL,Future Start,Part-Time,Zone C,Part-Time,Resignation,And after why station much cell low.,Sales,Fielders,29-08-1959,TX,Engineer,Male,62328,Asian,Widowed,Fully Meets,2
113,Chaz,Bruce,08-Dec-19,,Area Sales Manager,John Johnson,chaz.bruce@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Sales,General - Con,27-11-1983,CO,Foreman,Male,74448,Hispanic,Single,Fully Meets,5
114,Maya,Mccann,12-Mar-20,09-Oct-22,Area Sales Manager,Dakota Robinson,maya.mccann@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Retirement,American rule surface very figure.,Sales,Splicing,09-06-1983,CO,Supervisor,Male,18721,White,Widowed,Exceeds,4
115,Aaron,Weber,06-Apr-20,24-Jul-23,Area Sales Manager,Melanie Garcia,aaron.weber@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Involuntary,Read stand western white article campaign dog.,Sales,Field Operations,27-10-1991,IN,Technician,Male,78938,Black,Married,Exceeds,2
116,Ellie,Gill,15-Apr-23,,Area Sales Manager,Amanda Knight,ellie.gill@bilearner.com,EW,Active,Contract,Zone A,Temporary,Unk,,Sales,Field Operations,01-03-1948,IN,Manager,Male,45456,White,Married,Needs Improvement,1
117,Rayne,Kerr,10-Nov-20,,Area Sales Manager,Kimberly Cardenas,rayne.kerr@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Sales,General - Con,18-02-1981,CA,Laborer,Female,45509,Black,Single,Fully Meets,2
118,Samara,Mcbride,29-Jun-23,09-Jul-23,Area Sales Manager,Laura Salinas,samara.mcbride@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Retirement,Political likely land country.,Sales,Aerial,16-09-2000,CA,Foreman,Male,13902,Asian,Single,Fully Meets,2
119,Ryann,Rubio,07-Mar-22,,Area Sales Manager,Andres Jones,ryann.rubio@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,28-01-1943,OR,Locator,Female,9733,Black,Widowed,Fully Meets,1
120,Paris,Carr,31-Jul-21,27-Jan-23,Area Sales Manager,Jeffrey Huffman,paris.carr@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Voluntary,Baby million million soldier.,Sales,General - Con,14-07-1980,ND,Foreman,Male,35786,Hispanic,Widowed,Exceeds,1
121,Adriel,Wiggins,20-Jan-22,,Area Sales Manager,Sara Edwards,adriel.wiggins@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Unk,,Sales,Project Management - Eng,25-03-1947,KY,Supervisor,Female,1919,Other,Married,Needs Improvement,2
122,Sanaa,Glass,11-Jul-21,10-Oct-22,Area Sales Manager,Stephen Garcia,sanaa.glass@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Resignation,Bit reveal forget the.,Sales,General - Con,25-01-1964,KY,Technician,Female,40135,White,Single,Fully Meets,1
123,Ryan,Lynch,15-Oct-18,18-Oct-20,Area Sales Manager,Tracy Castro MD,ryan.lynch@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,Retirement,Fact southern recognize themselves type mean.,Sales,Field Operations,17-03-1955,GA,Technician,Female,72975,Black,Divorced,Fully Meets,2
124,Charlie,Atkinson,26-Nov-21,14-Oct-22,Area Sales Manager,Jennifer Hicks,charlie.atkinson@bilearner.com,SVG,Future Start,Part-Time,Zone C,Temporary,Resignation,Will person decade Republican.,Sales,Wireline Construction,26-03-1988,TX,Billing,Male,57754,White,Divorced,Fully Meets,1
125,Emery,Roach,11-Aug-18,,Area Sales Manager,Victoria Bailey,emery.roach@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Engineers,04-07-1954,TX,Engineer,Male,81142,Black,Married,Needs Improvement,4
126,Harper,Ramos,16-Feb-20,03-Jun-20,Area Sales Manager,Maria Chan,harper.ramos@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Stand possible truth bank on meet daughter.,Sales,Field Operations,11-08-1942,CO,Foreman,Male,28714,White,Single,Needs Improvement,1
127,Khalil,Mendez,20-Jan-20,,Area Sales Manager,Regina Martinez,khalil.mendez@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unk,,Sales,Field Operations,07-05-1949,CO,Foreman,Male,50379,Black,Divorced,Fully Meets,4
128,Lizeth,Holland,31-Mar-19,,Area Sales Manager,Tonya Martin,lizeth.holland@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,People Services,14-10-1958,IN,Cpo,Male,78385,Asian,Widowed,Fully Meets,1
129,Matilda,Randall,06-Jan-23,07-May-23,Area Sales Manager,Daniel Wolf,matilda.randall@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Resignation,Choose list of all nor stock.,Sales,General - Eng,11-01-1988,IN,Drafter,Female,48104,Hispanic,Widowed,Fully Meets,4
130,Damien,Howe,18-Jul-19,15-Jan-20,Area Sales Manager,Sarah Petersen,damien.howe@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Retirement,Community material much behind.,Sales,Wireline Construction,16-06-1961,CA,Vp,Male,86009,White,Single,Exceeds,2
131,Nicholas,Obrien,13-Feb-19,,Area Sales Manager,Victoria Christian DDS,nicholas.obrien@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Field Operations,06-06-1960,MA,Operator,Male,68837,Other,Single,Fully Meets,2
132,Mildred,Gentry,30-Dec-18,,Production Technician I,Erin Moore,mildred.gentry@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Yard (Material Handling),04-06-1959,MA,Manager,Female,2145,Black,Single,Fully Meets,1
133,Wilson K,Adinolfi,06-Nov-19,06-Sep-20,Production Technician I,Andrea Gutierrez,wilson k.adinolfi@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Retirement,Age approach seek person across yes care.,Production       ,Field Operations,18-11-1991,MA,Assistant,Male,1960,White,Single,Fully Meets,2
134,Joanne,Handschiegl,01-Jun-22,,Production Technician I,Wanda Ross DDS,joanne.handschiegl@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,18-02-1954,MA,Technician,Female,2127,Asian,Divorced,Exceeds,4
135,Dianna,Blount,28-Mar-23,,Production Technician II,Steven King,dianna.blount@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,General - Con,31-01-1959,MA,Technician,Female,2171,White,Married,Fully Meets,5
136,Jean,Crimmings,21-May-19,05-Jan-23,Production Technician I,Stephen Rodriguez,jean.crimmings@bilearner.com,CCDR,Future Start,Contract,Zone B,Full-Time,Retirement,Whom summer common produce despite follow.,Production       ,Shop (Fleet),09-04-1954,MA,Manager,Female,1821,Other,Single,Exceeds,2
137,Nore,Sadki,01-Jan-19,,Production Technician I,Patricia Carter,nore.sadki@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,15-10-1946,MA,Driver,Male,2148,Black,Widowed,PIP,4
138,Susan,Lundy,26-Jan-19,02-Dec-20,Production Technician II,Diana Johnson,susan.lundy@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Week degree party available measure.,Production       ,Aerial,07-11-1994,MA,Lineman,Female,2122,White,Divorced,Fully Meets,1
139,Kramer,Keatts,11-Sep-21,,Production Technician I,Diana Good,kramer.keatts@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,10-05-1968,MA,Lineman,Male,1887,Other,Divorced,Fully Meets,4
140,Maliki,Moumanil,26-Sep-21,,Production Technician II,Desiree Stephens,maliki.moumanil@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Aerial,05-10-1963,MA,Lineman,Male,1460,Black,Single,Fully Meets,2
141,Nader,Barton,04-Mar-23,,Production Technician I,Debra Garcia,nader.barton@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Sga,02-09-1966,MA,Technician,Male,2747,Asian,Widowed,Fully Meets,4
142,Quinn,Rarrick,11-Jul-23,29-Jul-23,Production Technician I,Susan Brown,quinn.rarrick@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Couple really very hear.,Production       ,Field Operations,08-12-1974,MA,Foreman,Male,2478,Asian,Divorced,Fully Meets,2
143,Beatrice,Chace,09-Feb-19,28-Aug-20,Production Technician I,Margaret Hampton,beatrice.chace@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Involuntary,Trial little must kitchen recently.,Production       ,Catv,19-07-1995,MA,Supervisor,Female,2763,Hispanic,Divorced,Fully Meets,2
144,Adrienne J,Homberger,19-Apr-19,26-Oct-21,Production Technician II,Brandon Miller,adrienne j.homberger@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Change instead determine share far leg ground.,Production       ,Fielders,23-11-1974,MA,Engineer,Female,2445,Asian,Married,Fully Meets,1
145,Marilyn,Linares,07-Jul-22,17-Jul-23,Production Technician I,Dr. Matthew Schmitt,marilyn.linares@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Resignation,Heavy throughout program.,Production       ,Field Operations,29-08-1947,MA,Engineer,Female,1886,White,Widowed,Fully Meets,4
146,Timothy,Sullivan,12-Mar-19,19-May-20,Production Technician I,Shawn Berry,timothy.sullivan@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Retirement,Where first Mr remember crime.,Production       ,Fielders,07-06-1994,MA,Engineer,Male,2747,White,Single,Fully Meets,5
147,Jennifer,Medeiros,09-Mar-20,17-Oct-21,Production Technician I,Brittany Martin,jennifer.medeiros@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Involuntary,Cup purpose hundred region similar.,Production       ,Field Operations,26-10-1983,MA,Driller,Female,2346,Asian,Divorced,Exceeds,4
148,Anna,Von Massenbach,18-May-21,04-Jan-22,Production Technician I,Timothy Weaver,anna.von massenbach@bilearner.com,WBL,Future Start,Contract,Zone B,Full-Time,Involuntary,News quite number answer program.,Production       ,Underground,06-05-1951,MA,Laborer,Female,2124,Hispanic,Widowed,Fully Meets,1
149,George,Johnson,28-Apr-21,18-Jan-22,Production Technician I,Amanda Smith,george.johnson@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone A,Temporary,Resignation,Big large training region.,Production       ,Field Operations,05-03-1987,MA,Groundman,Male,2445,Hispanic,Single,Exceeds,5
150,Angela,Erilus,21-Jul-21,26-Apr-23,Production Technician II,Marc Cummings,angela.erilus@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Voluntary,Reflect off growth mouth have.,Production       ,Engineers,26-04-1992,MA,Project Manager,Female,2133,Asian,Single,Exceeds,4
151,Miguel,Estremera,15-Sep-19,,Production Technician I,James Rodriguez,miguel.estremera@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,30-05-1957,MA,Tower Hand,Male,2129,White,Widowed,Fully Meets,4
152,Clinton,Owad,04-May-19,,Production Technician I,Elizabeth Sullivan MD,clinton.owad@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,30-05-1957,MA,Technician,Male,1760,Hispanic,Married,Exceeds,2
153,Constance,Sloan,20-May-21,,Production Technician II,Sean Marsh,constance.sloan@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,15-11-1946,MA,Laborer,Female,1851,Asian,Widowed,Needs Improvement,4
154,Davion,Sanchez,16-Dec-19,,Production Technician I,Kathryn Wilkinson,davion.sanchez@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,21-04-1942,MA,Foreman,Male,41016,Other,Married,Fully Meets,4
155,Ross,Strickland,20-Nov-20,01-May-23,Production Technician I,Paul Walker,ross.strickland@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Voluntary,Memory high then mind concern carry level life.,Production       ,Wireline Construction,08-03-1943,MA,Foreman,Male,18389,Other,Divorced,Fully Meets,2
156,Augustus,Drake,19-Aug-20,04-May-22,Production Technician I,Elizabeth Robertson,augustus.drake@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Retirement,Other might rise today.,Production       ,Yard (Material Handling),09-08-1968,MA,Laborer,Male,90676,Asian,Widowed,Fully Meets,4
157,Gracelyn,Huynh,28-Apr-21,18-Apr-22,Production Technician I,Tasha Mayer,gracelyn.huynh@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Retirement,Others those data before major how.,Production       ,Field Operations,20-11-1958,MA,Construction Manager,Female,16011,White,Married,Needs Improvement,4
158,Orlando,Armstrong,14-Aug-20,,Production Technician I,Chris Walker,orlando.armstrong@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,07-11-1987,MA,Lineman,Female,2051,Other,Married,Fully Meets,4
159,Edward,Everett,22-Dec-21,,Production Technician I,Traci Floyd,edward.everett@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Yard (Material Handling),16-07-1992,MA,Laborer,Female,3074,Black,Divorced,Fully Meets,4
160,Jaqueline,Terrell,01-Feb-19,10-Feb-19,Production Technician I,Veronica Wiley,jaqueline.terrell@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Resignation,Identify next game leader.,Production       ,People Services,27-12-2000,MA,Manager,Female,24711,Hispanic,Single,Fully Meets,2
161,Quinn,Mccullough,10-May-21,17-Dec-21,Production Technician I,Katherine Gay,quinn.mccullough@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Resignation,Society red to able.,Production       ,General - Eng,25-12-1977,MA,Administrative,Male,74564,Other,Divorced,Fully Meets,2
162,Selena,Greer,25-Jun-19,15-Aug-19,Production Technician I,Paul Lopez,selena.greer@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Everybody no four arrive major ten culture.,Production       ,Shop (Fleet),08-03-1972,MA,Mechanic,Male,14504,Black,Widowed,Fully Meets,2
163,Giovani,Roy,25-Apr-19,,Production Technician I,Jay Bush,giovani.roy@bilearner.com,PL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,02-08-1951,MA,Laborer,Male,2683,White,Single,Fully Meets,1
164,Dominik,Mullen,25-Feb-21,13-Oct-22,Production Technician I,Jessica Allen,dominik.mullen@bilearner.com,PYZ,Future Start,Part-Time,Zone C,Full-Time,Retirement,Country as dream project office.,Production       ,Field Operations,31-05-1995,MA,Laborer,Male,66167,Asian,Widowed,Fully Meets,4
165,Abdullah,Ellison,23-Nov-21,29-May-23,Production Technician I,Dr. William Thompson,abdullah.ellison@bilearner.com,SVG,Future Start,Contract,Zone B,Part-Time,Voluntary,Quality decade director.,Production       ,Field Operations,14-11-1998,MA,Supervisor,Female,21634,White,Married,Needs Improvement,5
166,Andre,Guzman,05-Oct-21,18-Jun-22,Production Technician I,Mrs. Audrey Gonzalez DDS,andre.guzman@bilearner.com,TNS,Future Start,Contract,Zone B,Full-Time,Voluntary,Particular network available hospital.,Production       ,Field Operations,23-12-1998,MA,Technician,Male,9454,Other,Single,Fully Meets,3
167,Brayden,Malone,30-May-20,,Production Technician I,Ashley Bradshaw,brayden.malone@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,11-11-1949,MA,Foreman,Male,48453,Asian,Married,Fully Meets,1
168,Maribel,Morrison,11-Dec-18,,Production Technician I,Ashley Meyer,maribel.morrison@bilearner.com,PYZ,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,14-03-1968,MA,Technician,Male,72888,Black,Married,Needs Improvement,1
169,Fisher,Stafford,22-Sep-20,14-Sep-22,Production Technician I,Nicole Delgado,fisher.stafford@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Resignation,Dark meeting play room head join truth involve.,Production       ,Engineers,02-03-1952,MA,Technician,Male,56703,Other,Divorced,Fully Meets,1
170,Kellen,Medina,28-Jul-19,,Production Technician I,John Henry,kellen.medina@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Splicing,19-07-1982,MA,Technician,Male,33998,Other,Single,Needs Improvement,2
171,Brenton,Monroe,06-Jun-20,14-Apr-21,Production Technician II,Autumn Decker,brenton.monroe@bilearner.com,PYZ,Future Start,Contract,Zone C,Part-Time,Retirement,Democrat themselves deal future early.,Production       ,General - Con,31-10-1986,MA,Foreman,Female,17650,Black,Single,Fully Meets,1
172,Derick,Rocha,28-Sep-18,05-Aug-23,Production Technician II,Alex Moore,derick.rocha@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Resignation,Majority executive plan imagine.,Production       ,Project Management - Eng,06-10-1950,MA,Supervisor,Female,72750,Other,Married,Needs Improvement,1
173,Elaine,Weeks,12-Apr-20,,Production Technician II,Dana Smith,elaine.weeks@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,General - Con,31-03-1950,MA,Technician,Female,14044,White,Divorced,Fully Meets,2
174,Marely,Dixon,01-Nov-22,,Production Technician II,Bobby Serrano,marely.dixon@bilearner.com,WBL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,07-10-1949,MA,Technician,Female,34810,White,Single,Fully Meets,2
175,Keagan,Henson,21-Nov-22,,Production Technician II,Robert Riley,keagan.henson@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Wireline Construction,22-07-1966,MA,Billing,Female,75187,White,Married,Fully Meets,5
176,Helena,Davenport,11-Apr-21,24-May-23,Production Technician II,Crystal Mcneil,helena.davenport@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Quality audience deal assume.,Production       ,Engineers,12-10-1994,MA,Engineer,Female,30766,Hispanic,Married,Fully Meets,5
177,Houston,Aguirre,29-Nov-18,21-Feb-19,Production Technician II,Christine Costa,houston.aguirre@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Resignation,To trial deep.,Production       ,Field Operations,15-02-1977,MA,Technician,Female,58348,White,Married,Fully Meets,2
178,Kane,Owen,16-Jan-19,31-Aug-22,Production Technician II,Mark Hale,kane.owen@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Resignation,Sometimes surface page stand area.,Production       ,Field Operations,09-03-1948,MA,Foreman,Female,44626,Hispanic,Divorced,Needs Improvement,4
179,Emerson,Pitts,18-Sep-19,,Production Technician I,Destiny Johnson,emerson.pitts@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Unk,,Production       ,Engineers,25-08-1943,MA,Technician,Male,2315,Other,Divorced,Fully Meets,4
